job_id,title,company,location,site,search_term,description,min_amount,max_amount,currency,date_posted,job_url,scraped_at
197,"Software Engineer II - Python / AWS, Wealth Management Technology",JPMorganChase,HK,indeed,software engineer,"**JOB DESCRIPTION**  

You’re ready to gain the skills and experience needed to grow within your role and advance your career — and we have the perfect software engineering opportunity for you.


As a Software Engineer II at JPMorganChase within the Wealth Management Technology, you are part of an agile team that works to enhance, design, and deliver the software components of the firm’s state\-of\-the\-art technology products in a secure, stable, and scalable way. As an emerging member of a software engineering team, you execute software solutions through the design, development, and technical troubleshooting of multiple components within a technical product, application, or system, while gaining the skills and experience needed to grow within your role.

**Job responsibilities**


* Model, design, develop, code, test, debug, document functional and non\-functional product capabilities, service model related features, and dashboards for the advisory journey
* Ensure quality of the resultant product by enhancing scalability, supportability, and test coverage
* Setup and maintain deployment pipeline to the private cloud and public cloud environments




**Required qualifications, capabilities, and skills**


* Computer Science or equivalent degree, with 5\+ years of experience in software development
* Proficiency in Python (or one or more general purpose programming language, Java/C\#)
* Self\-starter with the ability to quickly pick up new ideas, concepts, and technologies
* Experience of RESTful API design, microservice oriented architecture
* Experience of application deployment on Docker / Kubernetes
* Experience of full project lifecycle, breaking requirements down into technical deliverables and effort estimation
* Experience of stakeholder management with the ability to challenge the status quo and propose alternatives
* Disciplined approach to code management, testing and deployment practices and high\-quality delivery




**Preferred qualifications, capabilities, and skills**


* AWS deployment experience
* Pandas / NumPy development experience
* UI / Visualization development experience
* Experience of working in an environment within financial services
* Quantitative finance knowledge, CFA or other relevant qualifications is a plus


**ABOUT US**  

  

J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world’s most prominent corporations, governments, wealthy individuals and institutional investors. Our first\-class business in a first\-class way approach to serving clients drives everything we do. We strive to build trusted, long\-term partnerships to help our clients achieve their business objectives.  


We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. We also make reasonable accommodations for applicants’ and employees’ religious practices and beliefs, as well as mental health or physical disability needs. Visit our FAQs for more information about requesting an accommodation.  

  

  

**ABOUT THE TEAM**  

  

J.P. Morgan Asset \& Wealth Management delivers industry\-leading investment management and private banking solutions. Asset Management provides individuals, advisors and institutions with strategies and expertise that span the full spectrum of asset classes through our global network of investment professionals. Wealth Management helps individuals, families and foundations take a more intentional approach to their wealth or finances to better define, focus and realize their goals.",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=6caed374fac1cc71,2025-09-08 06:07:13.729516
198,Lead / Senior Software Developer - Mainapp Platform Team,CRYPTO.com,HK,indeed,software engineer,"We are a team to design, develop, maintain, and improve software for various ventures projects, i.e., projects that are adjacent to our core businesses and are bootstrapped fast with a lean team. You will be actively involved in the design of various components behind scalable applications, from frontend UI to backend infrastructure.  

Be part of the cross\-functional Main App team to deliver a system which can serve 100 million active users from around the world. Lead / Senior Software Developer are empowered to design and implement both technical and non\-technical solutions in order to support internal users and external customers.
### **Role \& Responsibilities**

* Involve in the Platform Team to project development
* Take full ownership of product from planning to delivery
* Collaborate closely with cross\-functional teams (different developer from Backend, Frontend, QA)
* Drive continuous improvement in development processes, tools and testing
* Encourage innovation on RAG application, Workflow Automation (e.g. n8n) or any tools to boost team productivity
* Continuously evaluate existing workflows and recommend improvements
* Not satisfied with “good enough” — always look for ways to optimize processes, code quality, and team efficiency
* Proactively identify bottlenecks and propose better solutions
* Support existing applications as well as fixing bugs and responding to customer issues
* Establish the root causes of application errors, and properly escalate serious concerns to the appropriate internal engineers
* Architecture / platform / tooling / devops improvement for the code bases and within the team

### **Requirements**

* 2\-8 years experience in server\-side programming languages is required
* 2\+ years experience in Ruby on Rails or similar web MVC framework
* Good communication skills talking to both technical and non\-technical teammates
* Embrace open source community and willing to give back for everyone’s good
* Capable to pick up various technologies, a fast learner and have a “get things done” mentality
* Humble to embrace better ideas from others, eager to make things better, open to challenges and possibilities
* Work independently and be accountable
* Capable to work under pressure
* Aggressive in learning and self\-improvement
* Willing to take criticism and also provide honourable feedback to others
* Willing to drive changes, to both yourself and your teammates

### **Advantage**

* Knowledge of handling scalability, security and performance
* Knowledge of domain driven microservices architecture backend development
* Knowledge of zero downtime CI/CD and development principles
* Knowledge of DevOps process and tools
* Knowledge on AWS products, resources and resilience setup
* Knowledge on system networking
* Knowledge on third party monitoring platforms (e.g. Datadog, AWS Cloudwatch)
* Knowledge on Go

**Life @ Crypto.com** **Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.****Transformational and proactive working environment. Empower employees to find thoughtful and innovative solutions.****Growth from within. We help to develop new skill\-sets that would impact the shaping of your personal and professional growth.****Work Culture. Our colleagues are some of the best in the industry; we are all here to help and support one another.****One cohesive team. Engage stakeholders to achieve our ultimate goal \- Cryptocurrency in every wallet.****Work Flexibility Adoption. Flexi\-work hour and hybrid or remote set\-up****Aspire career alternatives through us \- our internal mobility program offers employees a new scope.****Work Perks: crypto.com visa card provided upon joining** **Are you ready to kickstart your future with us?** **Benefits** **Competitive salary****Attractive annual leave entitlement including: birthday, work anniversary****Work Flexibility Adoption. Flexi\-work hour and hybrid or remote set\-up****Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.****Work Perks: crypto.com visa card provided upon joining** **Our Crypto.com benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.** **About Crypto.com:** **Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.** **Learn more at https://crypto.com.** **Crypto.com is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. Crypto.com values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.** **Personal data provided by applicants will be used for recruitment purposes only.** **Please note that only shortlisted candidates will be contacted.**",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=1497af129b59b3f6,2025-09-08 06:07:13.729516
199,助理經理(研究及開發),惠保,HK,indeed,software engineer,"#### **職責**


* Lead R\&D projects from start to finish and coordinate with stakeholders
* Develop software/robotics solutions and collaborate with cross\-functional teams
* Provide technical support and maintain project documentation
* Analyze data from experiments and field tests to optimize designs and workflows
* Stay updated with emerging trends in AI, robotics, and construction technology to ensure innovative solutions
#### **要求**


* Bachelor's/Master's in Engineering (Mechanical / Electrical / Robotics / Computer) or a related field
* 5\-10 years in R\&D/software/robotics
* Professional certifications in project management (e.g., PMP) is advantageous
* Additional qualifications in AI, machine learning, or data science are highly desirable
* Robotics, electronics and software development experience
* Strong problem\-solving skills and project management experience
* Ability to work independently and as a team, be able to work and adapt in fast\-changing environment

  

*Candidate with less experience will be considered as* ***Engineer (R\&D).***


Attractive salary and fringe benefits will be offered to the successful candidates.  

  

All personal data collected will be used for recruitment purposes only.  

  

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=71bcce8f34aa50e6,2025-09-08 06:07:13.729516
200,Assistant Manager (R&D),惠保,HK,indeed,software engineer,"#### **Job Duties**


* Lead R\&D projects from start to finish and coordinate with stakeholders
* Develop software/robotics solutions and collaborate with cross\-functional teams
* Provide technical support and maintain project documentation
* Analyze data from experiments and field tests to optimize designs and workflows
* Stay updated with emerging trends in AI, robotics, and construction technology to ensure innovative solutions
#### **Requirements**


* Bachelor's/Master's in Engineering (Mechanical / Electrical / Robotics / Computer) or a related field
* 5\-10 years in R\&D/software/robotics
* Professional certifications in project management (e.g., PMP) is advantageous
* Additional qualifications in AI, machine learning, or data science are highly desirable
* Robotics, electronics and software development experience
* Strong problem\-solving skills and project management experience
* Ability to work independently and as a team, be able to work and adapt in fast\-changing environment

  

*Candidate with less experience will be considered as* ***Engineer (R\&D).***


Attractive salary and fringe benefits will be offered to the successful candidates.  

  

All personal data collected will be used for recruitment purposes only.  

  

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=28724f97025d36b6,2025-09-08 06:07:13.729516
201,助理經理(研究及開發),協興建築有限公司,HK,indeed,software engineer,"參考號碼: V\-AM(R\&D)/Internet
#### **職責**


* Lead R\&D projects from start to finish and coordinate with stakeholders
* Develop software/robotics solutions and collaborate with cross\-functional teams
* Provide technical support and maintain project documentation
* Analyze data from experiments and field tests to optimize designs and workflows
* Stay updated with emerging trends in AI, robotics, and construction technology to ensure innovative solutions
#### **要求**


* Bachelor's/Master's in Engineering (Mechanical / Electrical / Robotics / Computer) or a related field
* 5\-10 years in R\&D/software/robotics
* Professional certifications in project management (e.g., PMP) is advantageous
* Additional qualifications in AI, machine learning, or data science are highly desirable
* Robotics, electronics and software development experience
* Strong problem\-solving skills and project management experience
* Ability to work independently and as a team, be able to work and adapt in fast\-changing environment

  

*Candidate with less experience will be considered as* ***Engineer (R\&D).***


Attractive salary and fringe benefits will be offered to the successful candidates.  

  

All personal data collected will be used for recruitment purposes only.  

  

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=0df36bd260f3f47b,2025-09-08 06:07:13.729516
202,Assistant Manager (R&D),Hip Hing Construction,HK,indeed,software engineer,"#### **Job Duties**


* Lead R\&D projects from start to finish and coordinate with stakeholders
* Develop software/robotics solutions and collaborate with cross\-functional teams
* Provide technical support and maintain project documentation
* Analyze data from experiments and field tests to optimize designs and workflows
* Stay updated with emerging trends in AI, robotics, and construction technology to ensure innovative solutions
#### **Requirements**


* Bachelor's/Master's in Engineering (Mechanical / Electrical / Robotics / Computer) or a related field
* 5\-10 years in R\&D/software/robotics
* Professional certifications in project management (e.g., PMP) is advantageous
* Additional qualifications in AI, machine learning, or data science are highly desirable
* Robotics, electronics and software development experience
* Strong problem\-solving skills and project management experience
* Ability to work independently and as a team, be able to work and adapt in fast\-changing environment

  

*Candidate with less experience will be considered as* ***Engineer (R\&D).***


Attractive salary and fringe benefits will be offered to the successful candidates.  

  

All personal data collected will be used for recruitment purposes only.  

  

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.",,,,2025-09-05,https://hk.indeed.com/viewjob?jk=354c88439c09a8fd,2025-09-08 06:07:13.729516
203,Sr. QA Engineer (Automation),Cognizant Technology Solutions,HK,indeed,software engineer,"**Job Responsibilities**

* Drive the software quality assurance lifecycle within an Agile process
* Develop and execute automated UI and functional tests
* Troubleshoot issues in systems under test
* Measure and optimize system performance

**Job Requirements**

* Minimum 5 years experience in software development
* Automation using python \& Node.js, be familiar with QA lifecycle, Agile, BDD, CI/CD
* Solid understanding of software testing concepts, methodologies
* Strong analytical and problem\-solving skills
* Self\-motivated and able to work independently

\#LI\-AL1",,,,2025-09-04,https://hk.indeed.com/viewjob?jk=7ea77647b39f2f19,2025-09-08 06:07:13.729516
204,Senior Software Engineer,VOX CARRIER,HK,indeed,software engineer,"**Role objective and key accountabilities:**The Senior Software Engineer is responsible for designing, developing, and maintaining robust and scalable backend systems that support Vox Solutions’ telecom firewall products and services. This role involves architecture high\-performance, reliable, and secure backend solutions that enable the seamless delivery of messaging, signaling, and data services. Working closely with cross\-functional teams, the Senior Software Engineer contributes to ongoing improvements in platform performance, security, and scalability to ensure Vox Solutions’ offerings remain competitive and aligned with evolving customer and operator needs.

**Reports to:** Engineering team lead

**Key interactions:** Backend and frontend developers, DevOps/Infrastructure, Analytics team, QA/Testing, Product Management

**Key Responsibilities:**

* Develop, test, and implement scalable, distributed, and fault\-tolerant backend services and APIs. Design and maintain integrations with telecom protocols (SS7, CAMEL, Diameter, 2G–5G, SIP and SMPP) and contribute to the development of telecom firewall capabilities.
* Build and manage containerized services using Docker and Kubernetes, ensuring efficient deployments and high availability.
* Work closely with cross\-functional teams—including DevOps, frontend, analytics, and QA—to deliver integrated, observable, and scalable backend solutions.
* Participate in the design and planning of new telecom\-oriented applications and features.
* Participate in the design and implementation of machine learning–driven features (e.g., traffic classification, anomaly detection, vectorisation pipelines).
* Support existing software with troubleshooting and issue resolution, especially in carrier\-grade, high\-availability environments.
* Ensure code is documented, maintainable, and standardized across the team.
* Ensure development is aligned with best practices, industry standards, and telecom security requirements.
* Plan and estimate tasks required for development, working within agile methodologies.
* Contribute to system performance improvements, including real\-time event streaming (Kafka) and distributed processing pipelines.
* Provide technical guidance and mentorship to junior engineers and interns.

 **Skills:**

* Bachelor’s or Master’s degree in Computer Science, Telecommunications, Electronic Engineering, IT, or a related discipline.
* Committed to the delivery on time and quality of the results.
* Creative and problem solver with the ability to present multiple solutions and potential side effects.
* Ability to work in a team, very good communication skills, and attention to detail.
* Understanding corporate business processes and improving technical and personal skills following the directions given by direct managers.
* Ability to mentor and guide junior engineers and interns, fostering skill growth and knowledge transfer.
* Strong organizational skills with the ability to coordinate tasks and support the Engineering Team Lead in managing priorities.
* Experience contributing

 **Experience:**

* Expertise in telecom signaling protocols: SS7, CAMEL, Diameter, SIP; and experience with SMPP for messaging integration (required).
* Experience with SMS firewalling, routing, or telecom network infrastructure.
* Hands\-on experience with Docker and Kubernetes for building and running containerized, cloud\-native applications.
* Knowledge of ML concepts (classification models, vectorisation, anomaly detection).
* Knowledge of distributed event streaming platforms (Kafka).
* Minimum 3 years’ experience in a similar position (5\+ years overall backend experience preferred).
* Expertise in backend development using Java (Spring Boot) on Linux.
* Experience building APIs and RESTful services.
* Strong knowledge of relational databases (MariaDB, MySQL) and NoSQL (MongoDB).
* Experience with in\-memory databases (Redis).
* Experience with agile software development and collaboration tools (Confluence, Jira).
* Familiarity with MVC and microservices architectures.
* Proficiency with version control systems (Git).
* Experience with software automation tools (Ansible).
* Experience with the Python programming language.
* Excellent English speaking and writing skills.

 **About VOX**

VOX is a visionary company led by a single founder, currently leading the way in flashcall and telecom carrier services, transforming the way businesses communicate, authenticate and connect. As a hyper\-growth company, VOX achieved over 25% YoY revenue growth last year and is aiming to reach $100M\+ revenue this year. VOX is looking for a team of growth\-driven individuals to take the company to new heights.


VOX’s cutting\-edge technology and dedicated customer service team ensure that telcos and enterprises maintain secure, fast, and reliable connections while protecting their networks. VOX’s promise of a hassle\-free experience and superior customer support enables telcos and enterprises to focus on success. As a company, VOX focuses on solutions that monetize the assets of mobile network operators.


Joining VOX offers the opportunity to work with the industry’s leading technologies and help them stay ahead and continue to innovate with a comprehensive suite of flashcall and telecom carrier services. VOX is highly committed to providing its employees with a dynamic, forward\-thinking work environment, competitive compensation and benefits, vacation and time\-off packages, and stock options. This is a once\-in\-a\-lifetime opportunity for highly ambitious individuals, as VOX plans to expand its solutions


Join the team and help shape the future of the telecom industry!",,,,2025-09-04,https://hk.indeed.com/viewjob?jk=07e50a3496fe2b1d,2025-09-08 06:07:13.729516
205,Senior AI Solution Lead - Hong Kong Business,HSBC,"Central, HKI, HK",indeed,software engineer,"Job description
**Some careers have more impact than others.**


If you’re looking for a career where you can make a real impression, join HSBC and discover how valued you’ll be. Whether you want a career that could take you to the top, or simply take you in an exciting new direction, HSBC offers opportunities, support and rewards that will take you further.


Wealth and Personal Banking (WPB) Hong Kong helps deliver on HSBC’s purpose of opening up a world of opportunity by providing our customers with borderless banking and world\-class wealth management through best\-in\-class, mobile\-first capabilities, and exceptional people. Our international network and breadth of expertise enable us to support individuals, families, business owners, investors, and entrepreneurs. We have four key business areas responsible for efficiently bringing the best of HSBC to our clients through a broad and relevant suite of wealth and retail banking capabilities: Asset Management, Global Private Banking \& Wealth, HSBC Life, Retail Banking \& Strategy and COO \& Digital Transformation.


We are currently seeking a high calibre professional to join our team as a **Senior AI Solution Lead.**

**Principal Responsibilities**


In this role you will

* Design the best fit\-for\-purpose AI solutions as a domain SME for one of the business domains: Wealth Management / Insurance / Contact Centre
* Build MVP solutions with the support from a centralized AI development pod
* Lead the market vendor solution evaluation, build and manage the partnership with AI leading vendors in China and Hong Kong
* Provide technical training to junior team members


Requirements
To be successful you will need

* Strong years of Machine Learning / AI solution development experience
* To have in\-depth understanding of the state\-of\-art AI / GenAI technologies
* Proven capability in designing scalable enterprise AI solutions for complicated business problems
* To be technical savvy for quick experimenting the state\-of\-art AI algorithms and open source packages
* Product mindset in designing and owning the full roadmap of an AI application
* Proficiency in coding and proven experience in managing a developer team for agile delivery, preferably having relevant application frontend or backend developer experience
* Proven exposures \& connections in academic or industry communities / conferences are highly preferred

**Opening up a world of opportunity**  

**http://www.hsbc.com/careers**


HSBC is committed to building a culture where all employees are valued, respected and opinions count. We take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website.


Issued by The Hongkong and Shanghai Banking Corporation Limited.",,,,2025-09-04,https://hk.indeed.com/viewjob?jk=3f6220fe860cd8c7,2025-09-08 06:07:13.729516
206,Software Engineer,yyResearch Limited,"HKI, HK",indeed,software engineer,"**Company background**

yyResearch is a software company focusing on our own product called OpusChat, the next generation of large\-scale social communication system for the worldwide community.

OpusChat is a privacy\-centric and safe communication system that gives people the choice and control on how they interact with people and manage relationships. It allows users to integrate multiple personas into a single account.

OpusChat’s objective is to protect users from scammers and spammers. This returns the control of the entire communication channel back to the users. Users can decide on who, when and what could contact them.

OpusChat runs on our massively scalable cloud platform designed to efficiently support high transaction rates from millions of users at a very low running cost. We build and optimize everything in house \- from server infrastructure to the mobile/desktop clients.

**Who we are looking for**

We are looking for junior engineers with **SOME** of the following technical skills to join our team. We will fit you into a role with a combination of your skills.

On\-the\-job training is provided and you will have the opportunity to progress to a senior developer or lead role in the long term.

**Technical skills requirements**

* web application development using React, TypeScript, HTML, CSS familiarity with MUI, Next.js, Rx.js and Dexie.js is a plus
* iOS development experience with Swift, mastery of Xcode, knowledge of ReactiveCocoa/ ReactiveSwift
* Android development experience, knowledge of Kotlin, RxJava
* C\+\+ with knowledge/experience in C\+\+11/14/17, STL and Boost, knowledge in multithreading, reactive programming, TCP/IP communication, fault tolerant databases or fault tolerant data storages
* Strong understanding of OOP
* Have a solid grasp of common design patterns, data structures and algorithms
* Possess sufficient knowledge of various types of browser storage

**Personal skills requirements**

* Strong interest in solving computing problems efficiently
* Diploma/Degree in Computer Science or equivalent knowledge
* Strong verbal and written communication skills
* Working level of English

**Benefits**

* Competitive salary, starting from at least HK$20,000 depending on experience and skills set
* 5\-day work week
* 15\+ days annual leave (up to 20 days)
* Medical insurance
* Company outings (with extra days of leave)

We offer a cheerful and enjoyable working environment. We promote openness and respect. If you are obsessed with technology, we would love to hear from you.

We will only accept candidates who are allowed to work in Hong Kong without any visa requirement.

Job Types: Full\-time, Permanent

Pay: $20,000\.00 \- $50,000\.00 per month

Benefits:

* Employee pension
* Medical Insurance
* Paid sick time

Work authorization:

* Hong Kong (Required)

Work Location: In person",,,,2025-09-03,https://hk.indeed.com/viewjob?jk=199bbcf1faeefaa8,2025-09-08 06:07:13.729516
207,"Senior Manager, Full Stack Developer",FWD Insurance,"Taikoo Shing, HKI, HK",indeed,software engineer,"About FWD Group
FWD Group (1828\.HK) is a pan\-Asian life and health insurance business that serves approximately 34 million customers across 10 markets, including BRI Life in Indonesia. FWD’s customer\-led and tech\-enabled approach aims to deliver innovative propositions, easy\-to\-understand products and a simpler insurance experience. Established in 2013, the company operates in some of the fastest\-growing insurance markets in the world with a vision of changing the way people feel about insurance. FWD Group is listed on the main board of the Hong Kong Stock Exchange under the stock code 1828\.
For more information, please visit www.fwd.com
PURPOSE* Implement OneMod and Opus for all the markets.
* Manage multiple concurrent programs which are executed as part of the group OneMod program
* Lead multiple development teams across all the markets for Opus OneMod and Omne OneMod
* Seeking a skilled senior software developer to join our dynamic team. The ideal candidate will have a strong .Net development background in a fully cloud and Agile environment
* Experience with databases like MySQL, SQL Server and other data storage solutions.


KEY ACCOUNTAIBILITIES* Designing, developing, and maintaining both new and existing code using C\#, ASP.NET, and related technologies
* Influence architectural decisions to improve product and code testability
* Influence decision making while building the products, apps, and solutions, lead external development, operations, and product teams, and ensure effective project execution across\-FWD functions in Group and Countries
* End\-to\-end technical ownership of system across all architectural layers.
* Knowledge transfer on product development and architectural design guidance to local development and application teams and provide guidance across teams
* Architect design of complex multi\-system solutions and services in a fully cloud environment
* Plan and document technical specifications for features or system design
* Make data driven decisions
* Manage cross\-regional project priorities, deadlines, and deliverables
* Provide cross\-platform, multilingual solutions.


QUALIFICATIONS / EXPERIENCE* Degree in engineering or equivalent practical experience
* Software development experience in one or more general purpose programming languages
* Startup experience preferred
* Proven knowledge of industry leading frontend frameworks like React, Vue or Ember
* Expertise in building secure, scalable RESTFul web services
* Experience in working with Data APIs
* Experience with agile development methodologies, Test Driven Development (TDD) and CI/CD
* Experience leading product development teams
* Experience with cloud technologies
* Experience delivering multi\-lingual/internationalized solutions
* Familiarity in building mobile apps using iOS/Android
* Experience on leading a multi\-country, multi project team of 10\+ members


KNOWLEDGE \& TECHNICAL SKILLS* At least 10 years of full stack software development experience
* Familiarity with modern programming languages
* Proficient in working on a fully cloud and CI CD environment
* Passionate about developing fast and reliable APIs
* Interested in learning new coding languages
* Experience in .Net, Node.JS, React Native, CSS, CSS3, JavaScript, Python, Entity Framework
* Java, Python, AWS or GCP experiences are preferred
* Objective C/Swift iOS targeted application frameworks are preferred",,,,2025-09-02,https://hk.indeed.com/viewjob?jk=63ec0bf716521c92,2025-09-08 06:07:13.729516
208,Web Application Developer,Hypothesis & Idea Business Solution Ltd.,"San Po Kong, KOW, HK",indeed,software engineer,"**Responsibilities**

* Develop and maintain web applications using Next.js and Node.js
* Design, optimize, and manage MySQL/PostgreSQL databases
* Participate in the development of CRM and ERP solutions
* Collaborate with the team to analyze requirements and deliver scalable solutions
* Prepare technical documentation and provide system support
* Leverage AI\-assisted tools to enhance productivity (e.g., code generation, testing, and documentation)

**Requirements**

* Solid experience with Next.js/React and Node.js
* Proficient in MySQL/PostgreSQL
* Experience in CRM/ERP development is a plus
* Knowledge of PHP/Laravel will be an advantage
* Strong problem\-solving skills and ability to work independently
* Good communication and teamwork skills

**Education**

* Associate Degree / Higher Diploma / Bachelor’s Degree in Computer Science, Software Engineering, Information Systems, or related disciplines

**Experience**

* 1–3 years of relevant web application development experience
* Candidates with less than 1 year of experience may be considered for a Trainee Developer position

**Compensation and Benefits**

* Competitive salary commensurate with experience and qualifications
* Medical benefits
* Performance bonus
* Professional development and mentorship opportunities

**How to Apply**

Please send your CV and expected salary to: afo@hypoidea.com

工作類型: 全職, 長工

薪酬： $15,000\.00至$30,000\.00（每月）

福利：

* 有薪年假
* 有薪病假
* 晉升機會
* 醫療保險

Work Location: 親身到場",,,,2025-09-02,https://hk.indeed.com/viewjob?jk=2b639ddb99a55ee7,2025-09-08 06:07:13.729516
209,SOFTWARE ENGINEER (1-YEAR CONTRACT),PUMA,"KOW, HK",indeed,software engineer,"SPEED \& SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy. Simply click APPLY ONLINE and follow the steps to upload your application.


At PUMA, every application is reviewed by real people who are committed to fairness, transparency, and equal opportunity \- no matter your background, identity, or experience. To ensure our process stays true to these values, no automated systems or AI tools are used to make hiring decisions. Every decision is made by real people \-with real judgment and accountability. We may use functions supported by Artificial Intelligence (AI) to carry out isolated organizational steps, such as scheduling interviews. These functions have no influence on decisions in the application process. We believe in creating spaces where everyone is welcome, celebrated, and empowered to contribute authentically. Because at PUMA, whoever wants to play, can play.


**YOUR TALENT**
---------------



* Bachelor’s degree in any related disciplines
* 2\-3 years of experiences in programming
* Proficiency in programming languages and tools, including Python, SQL, JavaScript, Microsoft Power Automate, VBA and UiPath
* Passionate about new and emerging technologies, especially AI solutions
* Experiences in mapping processes and developing workflow diagrams
* Experiences in a similar role in sporting goods / fashion / supply chain is a plus
* Proven ability to manage and execute multiple projects effectively
* Fluent in English
* Strong interpersonal, presentation, and communication skills
* Excellent problem\-solving and analytical skills
* Always striving for the best
* Team\-player with a joyful approach to work and a passion for Sports

**YOUR MISSION**
----------------



* Develop, implement, and maintain automation workflows using Python and Microsoft Power Automate
* Troubleshoot and resolve issues with existing automation workflows
* Handle the enhancement of VBA scripts
* Design and deploy automation solutions to replace manual processes
* Document automation workflows and maintain records of process changes

PUMA provides equal opportunities for all job applicants, regardless of race, color, religion, national origin, sex, gender identity or expression, sexual orientation, age, or disability. Equality for all is one of the core principles at PUMA and we do not tolerate any form of harassment or discrimination.


PUMA supports over 21,000 employees across 51 countries. The PUMA Group owns the brand PUMA, Cobra Golf and stichd, and is headquartered in Herzogenaurach, Germany.",,,,2025-09-02,https://hk.indeed.com/viewjob?jk=ab0a2271cd3f5a25,2025-09-08 06:07:13.729516
210,Senior Frontend Engineer - Compliance Tech,Binance,"Remote, HK",indeed,software engineer,"Binance is a leading global blockchain ecosystem behind the world’s largest cryptocurrency exchange by trading volume and registered users. We are trusted by over 280 million people in 100\+ countries for our industry\-leading security, user fund transparency, trading engine speed, deep liquidity, and an unmatched portfolio of digital\-asset products. Binance offerings range from trading and finance to education, research, payments, institutional services, Web3 features, and more. We leverage the power of digital assets and blockchain to build an inclusive financial ecosystem to advance the freedom of money and improve financial access for people around the world.  

Ready to revolutionize the onboarding experience? Join the KYC Technology Team at Binance, where we're building a state\-of\-the\-art platform that ensures seamless customer onboarding. We're all about launching innovative products, integrating compliance vendors globally, and responsibly using AI/ML technologies. Be part of a team that's leading the charge in innovation and compliance in the fintech world!
### **Responsibilities**

* Develop innovative, user\-centric features that enhance the experience across Binance’s cutting\-edge products
* Craft high\-performance, responsive web applications for desktop, mobile browsers, and hybrid in\-app pages that deliver seamless user interactions
* Optimize application speed and scalability to support millions of users worldwide
* Design and build reusable libraries and frameworks that accelerate development and elevate code quality
* Collaborate closely with cross\-functional teams and stakeholders to shape and prioritize impactful technical solutions

### **Requirements**

* 4\+ years developing production JavaScript code and strong knowledge of React
* Understanding of state\-management patterns such as Redux, Flux or similar
* Proven track record of delivering projects with high quality UI
* Bachelor’s degree in computer science/ engineering (or equivalent industry experience)
* Experience in developing responsive web sites for diverse clients from high powered desktop computers to small footprint mobile devices
* Experience with modern front\-end technologies (styled system, webpack, etc)

**Why Binance*** Shape the future with the world’s leading blockchain ecosystem
* Collaborate with world\-class talent in a user\-centric global organization with a flat structure
* Tackle unique, fast\-paced projects with autonomy in an innovative environment
* Thrive in a results\-driven workplace with opportunities for career growth and continuous learning
* Competitive salary and company benefits
* Work\-from\-home arrangement (the arrangement may vary depending on the work nature of the business team)

  

Binance is committed to being an equal opportunity employer. We believe that having a diverse workforce is fundamental to our success.*By submitting a job application, you confirm that you have read and agree to our* ***Candidate Privacy Notice****.*",,,,2025-09-02,https://hk.indeed.com/viewjob?jk=a09b1668da134772,2025-09-08 06:07:13.729516
